Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2001,2001,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2002,2002,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2003,2003,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2004,2004,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2005,2005,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2006,2006,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2007,2007,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2008,2008,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2009,2009,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2010,2010,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2011,2011,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2012,2012,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2013,2013,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2014,2014,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2015,2015,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2016,2016,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2017,2017,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2018,2018,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2019,2019,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2020,2020,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6979,Terrestrial barren land,2020,2020,1000 ha,11.97,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6979,Terrestrial barren land,2021,2021,1000 ha,2.5,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6980,Permanent snow and glaciers,2015,2015,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6980,Permanent snow and glaciers,2016,2016,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6980,Permanent snow and glaciers,2017,2017,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6980,Permanent snow and glaciers,2018,2018,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6980,Permanent snow and glaciers,2019,2019,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2001,2001,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2002,2002,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2003,2003,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2004,2004,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2005,2005,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2006,2006,1000 ha,0.02,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2007,2007,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2008,2008,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2009,2009,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2010,2010,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2011,2011,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2012,2012,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2013,2013,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2014,2014,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2015,2015,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2016,2016,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2017,2017,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2018,2018,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2019,2019,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2020,2020,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6980,Permanent snow and glaciers,2021,2021,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,1992,1992,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,1993,1993,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,1994,1994,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,1995,1995,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,1996,1996,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,1997,1997,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,1998,1998,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,1999,1999,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2000,2000,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2001,2001,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2002,2002,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2003,2003,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2004,2004,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2005,2005,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2006,2006,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2007,2007,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2008,2008,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2009,2009,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2010,2010,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2011,2011,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2012,2012,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2013,2013,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2014,2014,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2015,2015,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2016,2016,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2017,2017,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2018,2018,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2019,2019,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6980,Permanent snow and glaciers,2020,2020,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6980,Permanent snow and glaciers,2020,2020,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6980,Permanent snow and glaciers,2021,2021,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6981,Inland water bodies,2015,2015,1000 ha,28.49,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6981,Inland water bodies,2016,2016,1000 ha,25.42,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6981,Inland water bodies,2017,2017,1000 ha,25.68,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6981,Inland water bodies,2018,2018,1000 ha,25.52,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6981,Inland water bodies,2019,2019,1000 ha,25.45,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2001,2001,1000 ha,30.61,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2002,2002,1000 ha,31.62,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2003,2003,1000 ha,32.02,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2004,2004,1000 ha,31.87,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2005,2005,1000 ha,32.04,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2006,2006,1000 ha,32.3,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2007,2007,1000 ha,32.17,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2008,2008,1000 ha,32.26,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2009,2009,1000 ha,32.36,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2010,2010,1000 ha,32.07,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2011,2011,1000 ha,31.77,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2012,2012,1000 ha,31.59,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2013,2013,1000 ha,31.68,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2014,2014,1000 ha,31.68,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2015,2015,1000 ha,31.79,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2016,2016,1000 ha,31.79,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2017,2017,1000 ha,31.96,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2018,2018,1000 ha,31.66,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2019,2019,1000 ha,31.57,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2020,2020,1000 ha,31.89,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6981,Inland water bodies,2021,2021,1000 ha,31.98,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,1992,1992,1000 ha,113.85,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,1993,1993,1000 ha,113.85,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,1994,1994,1000 ha,113.85,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,1995,1995,1000 ha,112.24,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,1996,1996,1000 ha,108.97,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,1997,1997,1000 ha,105.39,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,1998,1998,1000 ha,104.59,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,1999,1999,1000 ha,103.7,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2000,2000,1000 ha,103.2,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2001,2001,1000 ha,101.69,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2002,2002,1000 ha,100.93,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2003,2003,1000 ha,100.79,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2004,2004,1000 ha,100.07,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2005,2005,1000 ha,99.84,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2006,2006,1000 ha,99.64,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2007,2007,1000 ha,99.56,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2008,2008,1000 ha,99.59,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2009,2009,1000 ha,99.59,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2010,2010,1000 ha,99.55,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2011,2011,1000 ha,99.48,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2012,2012,1000 ha,99.34,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2013,2013,1000 ha,99.24,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2014,2014,1000 ha,97.24,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2015,2015,1000 ha,97.24,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2016,2016,1000 ha,97.24,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2017,2017,1000 ha,97.24,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2018,2018,1000 ha,97.24,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2019,2019,1000 ha,97.24,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6981,Inland water bodies,2020,2020,1000 ha,98.04,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6981,Inland water bodies,2020,2020,1000 ha,81.31,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6981,Inland water bodies,2021,2021,1000 ha,87.6,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6982,Coastal water bodies and intertidal areas,2015,2015,1000 ha,163.92,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6982,Coastal water bodies and intertidal areas,2016,2016,1000 ha,163.92,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6982,Coastal water bodies and intertidal areas,2017,2017,1000 ha,163.92,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6982,Coastal water bodies and intertidal areas,2018,2018,1000 ha,163.92,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6982,Coastal water bodies and intertidal areas,2019,2019,1000 ha,163.92,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2001,2001,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2002,2002,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2003,2003,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2004,2004,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2005,2005,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2006,2006,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2007,2007,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2008,2008,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2009,2009,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2010,2010,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2011,2011,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2012,2012,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2013,2013,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2014,2014,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2015,2015,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2016,2016,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2017,2017,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2018,2018,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2019,2019,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2020,2020,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6982,Coastal water bodies and intertidal areas,2021,2021,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,1992,1992,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,1993,1993,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,1994,1994,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,1995,1995,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,1996,1996,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,1997,1997,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,1998,1998,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,1999,1999,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2000,2000,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2001,2001,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2002,2002,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2003,2003,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2004,2004,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2005,2005,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2006,2006,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2007,2007,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2008,2008,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2009,2009,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2010,2010,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2011,2011,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2012,2012,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2013,2013,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2014,2014,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2015,2015,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2016,2016,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2017,2017,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2018,2018,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2019,2019,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6982,Coastal water bodies and intertidal areas,2020,2020,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6982,Coastal water bodies and intertidal areas,2020,2020,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6982,Coastal water bodies and intertidal areas,2021,2021,1000 ha,,O,Missing value
